Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 5,Miércoles,22,11,Soleado
Ruta 4,Domingo,49,32,Soleado
Ruta 1,Miércoles,25,23,Soleado
Ruta 3,Sábado,57,11,Lluvioso
Ruta 5,Miércoles,21,49,Nublado
Ruta 4,Jueves,32,29,Lluvioso
Ruta 4,Domingo,16,45,Nublado
Ruta 5,Domingo,24,36,Soleado
Ruta 2,Lunes,22,29,Nublado
Ruta 2,Viernes,22,18,Soleado
Ruta 5,Sábado,38,31,Nublado
Ruta 2,Miércoles,28,34,Soleado
Ruta 3,Domingo,42,31,Lluvioso
Ruta 4,Martes,22,14,Lluvioso
Ruta 1,Jueves,53,17,Lluvioso
Ruta 4,Sábado,36,5,Nublado
Ruta 5,Lunes,26,48,Lluvioso
Ruta 2,Sábado,53,43,Lluvioso
Ruta 1,Jueves,19,32,Soleado
Ruta 2,Jueves,56,43,Lluvioso
Ruta 3,Jueves,40,22,Soleado
Ruta 2,Viernes,22,34,Soleado
Ruta 1,Viernes,42,38,Soleado
Ruta 4,Miércoles,15,32,Lluvioso
Ruta 2,Sábado,53,18,Nublado
Ruta 3,Sábado,45,47,Lluvioso
Ruta 2,Lunes,36,32,Soleado
Ruta 1,Sábado,21,16,Lluvioso
Ruta 1,Domingo,47,10,Lluvioso
Ruta 3,Lunes,56,17,Lluvioso
Ruta 1,Lunes,31,47,Soleado
Ruta 1,Miércoles,16,21,Nublado
Ruta 1,Domingo,51,14,Lluvioso
Ruta 5,Viernes,15,45,Lluvioso
Ruta 5,Sábado,52,32,Soleado
Ruta 2,Lunes,39,49,Soleado
Ruta 3,Jueves,34,30,Nublado
Ruta 5,Miércoles,58,37,Lluvioso
Ruta 1,Martes,54,50,Lluvioso
Ruta 2,Jueves,50,17,Nublado
Ruta 5,Domingo,50,24,Soleado
Ruta 5,Domingo,32,26,Soleado
Ruta 3,Viernes,37,38,Nublado
Ruta 1,Jueves,37,19,Soleado
Ruta 4,Sábado,33,40,Soleado
Ruta 4,Martes,48,15,Lluvioso
Ruta 2,Sábado,31,33,Soleado
Ruta 1,Miércoles,40,33,Soleado
Ruta 5,Viernes,40,28,Lluvioso
Ruta 3,Jueves,17,9,Soleado
Ruta 2,Sábado,44,14,Lluvioso
Ruta 2,Jueves,25,28,Nublado
Ruta 1,Sábado,28,45,Nublado
Ruta 5,Jueves,24,31,Nublado
Ruta 4,Viernes,35,36,Nublado
Ruta 1,Lunes,18,5,Lluvioso
Ruta 1,Viernes,22,7,Lluvioso
Ruta 2,Domingo,19,44,Nublado
Ruta 1,Viernes,31,35,Nublado
Ruta 1,Sábado,27,22,Lluvioso
Ruta 1,Lunes,30,19,Lluvioso
Ruta 2,Martes,46,9,Nublado
Ruta 1,Sábado,31,9,Soleado
Ruta 2,Martes,54,24,Soleado
Ruta 4,Domingo,57,42,Lluvioso
Ruta 3,Jueves,24,47,Nublado
Ruta 3,Sábado,36,36,Nublado
Ruta 4,Jueves,50,47,Lluvioso
Ruta 4,Lunes,60,20,Soleado
Ruta 1,Martes,17,47,Nublado
Ruta 4,Martes,53,38,Nublado
Ruta 1,Lunes,57,29,Soleado
Ruta 3,Martes,42,8,Lluvioso
Ruta 3,Domingo,51,37,Nublado
Ruta 2,Sábado,22,10,Nublado
Ruta 3,Sábado,45,33,Soleado
Ruta 4,Domingo,33,38,Soleado
Ruta 4,Viernes,52,19,Soleado
Ruta 3,Lunes,47,22,Nublado
Ruta 5,Sábado,58,44,Nublado
Ruta 4,Martes,23,26,Soleado
Ruta 2,Viernes,43,14,Soleado
Ruta 1,Miércoles,57,36,Nublado
Ruta 5,Viernes,57,47,Nublado
Ruta 2,Domingo,35,21,Lluvioso
Ruta 1,Lunes,54,32,Lluvioso
Ruta 3,Jueves,44,31,Soleado
Ruta 3,Sábado,47,23,Lluvioso
Ruta 5,Viernes,38,11,Soleado
Ruta 4,Miércoles,16,40,Lluvioso
Ruta 5,Lunes,43,25,Nublado
Ruta 2,Miércoles,36,33,Nublado
Ruta 4,Viernes,40,28,Nublado
Ruta 2,Domingo,26,23,Lluvioso
Ruta 2,Viernes,49,21,Nublado
Ruta 3,Viernes,19,14,Nublado
Ruta 5,Jueves,22,14,Nublado
Ruta 5,Lunes,29,38,Lluvioso
Ruta 2,Martes,42,44,Soleado
Ruta 5,Miércoles,29,37,Soleado
Ruta 4,Miércoles,17,24,Lluvioso
Ruta 3,Martes,19,25,Nublado
Ruta 2,Domingo,42,50,Lluvioso
Ruta 4,Domingo,26,30,Nublado
Ruta 5,Lunes,60,50,Nublado
Ruta 5,Lunes,58,14,Nublado
Ruta 1,Domingo,32,20,Lluvioso
Ruta 3,Sábado,23,43,Nublado
Ruta 4,Viernes,42,24,Nublado
Ruta 2,Lunes,23,11,Soleado
Ruta 1,Viernes,22,45,Soleado
Ruta 3,Miércoles,58,18,Nublado
Ruta 1,Jueves,59,29,Lluvioso
Ruta 3,Miércoles,48,14,Lluvioso
Ruta 2,Jueves,50,11,Soleado
Ruta 4,Lunes,57,19,Nublado
Ruta 3,Lunes,57,21,Lluvioso
Ruta 5,Jueves,30,46,Nublado
Ruta 3,Lunes,25,49,Lluvioso
Ruta 5,Domingo,41,23,Soleado
Ruta 4,Lunes,34,13,Nublado
Ruta 5,Viernes,23,38,Nublado
Ruta 4,Jueves,37,23,Soleado
Ruta 3,Miércoles,18,32,Lluvioso
Ruta 3,Viernes,27,19,Nublado
Ruta 3,Lunes,35,29,Lluvioso
Ruta 2,Sábado,22,8,Lluvioso
Ruta 2,Martes,31,9,Lluvioso
Ruta 1,Sábado,59,48,Lluvioso
Ruta 2,Domingo,31,11,Soleado
Ruta 1,Miércoles,23,30,Nublado
Ruta 5,Miércoles,49,19,Soleado
Ruta 3,Viernes,60,24,Soleado
Ruta 1,Sábado,37,35,Soleado
Ruta 4,Viernes,32,7,Lluvioso
Ruta 1,Sábado,43,34,Lluvioso
Ruta 3,Jueves,57,17,Lluvioso
Ruta 3,Jueves,54,17,Soleado
Ruta 1,Viernes,38,6,Soleado
Ruta 1,Domingo,46,25,Nublado
Ruta 4,Jueves,56,24,Soleado
Ruta 1,Viernes,15,14,Nublado
Ruta 5,Lunes,50,41,Soleado
Ruta 3,Viernes,51,13,Soleado
Ruta 2,Viernes,31,50,Lluvioso
Ruta 2,Miércoles,45,12,Soleado
Ruta 1,Domingo,25,14,Nublado
Ruta 3,Viernes,50,23,Soleado
Ruta 2,Domingo,52,27,Nublado
Ruta 2,Viernes,27,15,Nublado
Ruta 5,Miércoles,22,18,Lluvioso
Ruta 4,Domingo,16,8,Lluvioso
Ruta 2,Viernes,52,38,Soleado
Ruta 2,Martes,19,37,Nublado
Ruta 4,Viernes,55,31,Nublado
Ruta 5,Sábado,42,29,Nublado
Ruta 4,Jueves,59,39,Soleado
Ruta 3,Miércoles,58,38,Nublado
Ruta 5,Domingo,53,42,Soleado
Ruta 1,Lunes,32,34,Soleado
Ruta 3,Miércoles,17,9,Soleado
Ruta 4,Miércoles,20,36,Soleado
Ruta 5,Sábado,59,27,Nublado
Ruta 2,Viernes,49,40,Lluvioso
Ruta 1,Martes,15,37,Nublado
Ruta 3,Miércoles,54,26,Lluvioso
Ruta 2,Domingo,59,40,Nublado
Ruta 4,Domingo,51,8,Soleado
Ruta 3,Martes,29,49,Lluvioso
Ruta 2,Sábado,39,37,Nublado
Ruta 1,Lunes,30,37,Lluvioso
Ruta 5,Domingo,56,11,Nublado
Ruta 4,Sábado,38,25,Soleado
Ruta 2,Lunes,46,13,Lluvioso
Ruta 5,Sábado,49,37,Nublado
Ruta 5,Jueves,48,37,Soleado
Ruta 2,Viernes,32,44,Nublado
Ruta 2,Miércoles,44,9,Soleado
Ruta 4,Miércoles,17,31,Lluvioso
Ruta 1,Martes,31,27,Nublado
Ruta 3,Martes,21,41,Soleado
Ruta 1,Martes,29,36,Nublado
Ruta 2,Viernes,28,50,Soleado
Ruta 4,Jueves,21,22,Nublado
Ruta 4,Jueves,20,47,Nublado
Ruta 1,Lunes,48,47,Soleado
Ruta 3,Viernes,23,28,Soleado
Ruta 3,Viernes,46,19,Lluvioso
Ruta 4,Miércoles,58,42,Lluvioso
Ruta 3,Martes,51,29,Lluvioso
Ruta 1,Jueves,16,13,Lluvioso
Ruta 2,Sábado,35,46,Lluvioso
Ruta 4,Miércoles,17,33,Nublado
Ruta 3,Domingo,28,26,Soleado
Ruta 4,Lunes,59,37,Soleado
Ruta 5,Martes,23,19,Soleado
Ruta 4,Domingo,37,36,Nublado
Ruta 3,Jueves,34,49,Soleado
Ruta 2,Sábado,18,9,Lluvioso
Ruta 1,Miércoles,36,39,Soleado
Ruta 2,Miércoles,40,15,Soleado
Ruta 2,Lunes,31,34,Nublado
Ruta 1,Viernes,21,47,Lluvioso
Ruta 3,Domingo,58,22,Soleado
Ruta 1,Viernes,17,49,Nublado
Ruta 3,Sábado,47,40,Soleado
Ruta 2,Martes,20,42,Nublado
Ruta 5,Domingo,55,10,Soleado
Ruta 2,Jueves,53,8,Nublado
Ruta 2,Viernes,42,15,Soleado
Ruta 2,Jueves,34,17,Soleado
Ruta 1,Viernes,52,50,Nublado
Ruta 5,Jueves,29,41,Soleado
Ruta 1,Lunes,58,32,Soleado
Ruta 1,Lunes,56,48,Nublado
Ruta 1,Jueves,43,6,Soleado
Ruta 5,Viernes,23,45,Nublado
Ruta 3,Viernes,22,14,Soleado
Ruta 4,Martes,34,44,Soleado
Ruta 5,Jueves,39,36,Soleado
Ruta 2,Sábado,32,19,Nublado
Ruta 3,Lunes,41,31,Soleado
Ruta 2,Jueves,45,33,Lluvioso
Ruta 4,Viernes,36,46,Lluvioso
Ruta 5,Miércoles,34,49,Soleado
Ruta 5,Martes,29,43,Lluvioso
Ruta 1,Miércoles,51,10,Nublado
Ruta 4,Lunes,40,20,Nublado
Ruta 2,Miércoles,47,35,Soleado
Ruta 5,Viernes,53,37,Lluvioso
Ruta 3,Miércoles,46,15,Nublado
Ruta 4,Domingo,31,34,Lluvioso
Ruta 5,Jueves,54,31,Soleado
Ruta 5,Sábado,24,28,Lluvioso
Ruta 2,Domingo,22,40,Lluvioso
Ruta 5,Miércoles,57,25,Nublado
Ruta 2,Viernes,54,42,Nublado
Ruta 4,Viernes,22,22,Nublado
Ruta 2,Lunes,38,33,Lluvioso
Ruta 3,Lunes,22,39,Lluvioso
Ruta 3,Domingo,57,16,Nublado
Ruta 1,Domingo,36,14,Nublado
Ruta 2,Jueves,23,41,Nublado
Ruta 1,Martes,60,26,Soleado
Ruta 4,Lunes,39,23,Lluvioso
Ruta 5,Lunes,26,28,Lluvioso
Ruta 4,Domingo,43,35,Lluvioso
Ruta 3,Martes,24,30,Lluvioso
Ruta 1,Miércoles,23,9,Nublado
Ruta 5,Domingo,51,10,Soleado
Ruta 2,Domingo,19,35,Lluvioso
Ruta 4,Sábado,42,16,Lluvioso
Ruta 3,Miércoles,21,27,Lluvioso
Ruta 3,Domingo,29,34,Lluvioso
Ruta 1,Lunes,15,36,Lluvioso
Ruta 4,Lunes,32,42,Nublado
Ruta 4,Sábado,41,47,Soleado
Ruta 5,Viernes,51,30,Lluvioso
Ruta 1,Domingo,52,13,Nublado
Ruta 5,Miércoles,40,21,Lluvioso
Ruta 5,Viernes,44,18,Lluvioso
Ruta 5,Miércoles,49,42,Lluvioso
Ruta 1,Miércoles,32,32,Nublado
Ruta 5,Martes,51,15,Lluvioso
Ruta 4,Sábado,17,24,Soleado
Ruta 2,Sábado,37,20,Soleado
Ruta 5,Jueves,19,45,Lluvioso
Ruta 2,Sábado,31,34,Soleado
Ruta 4,Miércoles,55,44,Lluvioso
Ruta 5,Lunes,45,23,Lluvioso
Ruta 4,Martes,18,11,Soleado
Ruta 3,Viernes,16,32,Lluvioso
Ruta 2,Miércoles,53,22,Lluvioso
Ruta 3,Lunes,49,5,Lluvioso
Ruta 1,Viernes,30,33,Lluvioso
Ruta 5,Domingo,60,21,Lluvioso
Ruta 4,Lunes,33,13,Nublado
Ruta 4,Jueves,57,19,Nublado
Ruta 3,Jueves,38,12,Soleado
Ruta 4,Viernes,33,33,Soleado
Ruta 3,Lunes,29,39,Soleado
Ruta 4,Domingo,31,7,Nublado
Ruta 5,Martes,27,32,Nublado
Ruta 1,Domingo,52,34,Nublado
Ruta 1,Lunes,19,32,Soleado
Ruta 4,Martes,19,5,Lluvioso
Ruta 1,Viernes,29,6,Soleado
Ruta 1,Domingo,23,10,Nublado
Ruta 3,Lunes,53,16,Soleado
Ruta 5,Domingo,44,17,Soleado
Ruta 5,Viernes,15,47,Soleado
Ruta 4,Miércoles,35,5,Lluvioso
Ruta 3,Lunes,53,8,Nublado
Ruta 5,Lunes,49,16,Lluvioso
Ruta 2,Sábado,31,47,Lluvioso
Ruta 3,Domingo,29,6,Soleado
Ruta 3,Jueves,41,18,Nublado
Ruta 4,Sábado,56,44,Soleado
Ruta 2,Viernes,55,28,Nublado
Ruta 1,Viernes,21,10,Lluvioso
Ruta 1,Domingo,53,15,Nublado
Ruta 2,Jueves,48,9,Soleado
Ruta 1,Domingo,56,8,Lluvioso
Ruta 1,Miércoles,45,26,Soleado
Ruta 3,Viernes,44,42,Lluvioso
Ruta 3,Martes,38,20,Soleado
Ruta 4,Miércoles,38,13,Soleado
Ruta 3,Viernes,54,44,Lluvioso
Ruta 3,Viernes,51,13,Soleado
Ruta 1,Jueves,54,49,Lluvioso
Ruta 1,Jueves,15,28,Lluvioso
Ruta 5,Jueves,43,43,Soleado
Ruta 5,Jueves,26,11,Nublado
Ruta 5,Miércoles,17,45,Soleado
Ruta 1,Viernes,25,35,Lluvioso
Ruta 2,Sábado,23,16,Soleado
Ruta 3,Lunes,42,42,Nublado
Ruta 1,Viernes,24,13,Soleado
Ruta 3,Martes,54,37,Soleado
Ruta 4,Sábado,40,17,Soleado
Ruta 3,Viernes,32,32,Lluvioso
Ruta 1,Viernes,60,42,Lluvioso
Ruta 1,Viernes,34,11,Soleado
Ruta 1,Viernes,25,28,Lluvioso
Ruta 5,Lunes,52,16,Nublado
Ruta 3,Martes,25,33,Lluvioso
Ruta 2,Sábado,52,10,Nublado
Ruta 5,Jueves,57,43,Nublado
Ruta 4,Sábado,45,43,Lluvioso
Ruta 5,Viernes,40,9,Soleado
Ruta 5,Lunes,33,43,Soleado
Ruta 5,Miércoles,45,8,Soleado
Ruta 4,Viernes,41,24,Lluvioso
Ruta 2,Martes,44,30,Lluvioso
Ruta 2,Martes,25,10,Nublado
Ruta 2,Sábado,49,49,Lluvioso
Ruta 1,Lunes,29,16,Lluvioso
Ruta 1,Domingo,55,11,Nublado
Ruta 3,Lunes,24,36,Soleado
Ruta 5,Miércoles,24,47,Soleado
Ruta 1,Sábado,17,21,Soleado
Ruta 1,Miércoles,45,26,Nublado
Ruta 2,Sábado,27,14,Soleado
Ruta 3,Domingo,24,44,Nublado
Ruta 1,Viernes,31,38,Lluvioso
Ruta 1,Martes,44,49,Soleado
Ruta 3,Sábado,24,5,Lluvioso
Ruta 2,Sábado,27,15,Nublado
Ruta 1,Viernes,51,43,Soleado
Ruta 5,Jueves,36,16,Nublado
Ruta 3,Domingo,56,38,Soleado
Ruta 3,Domingo,25,33,Nublado
Ruta 1,Jueves,29,17,Soleado
Ruta 4,Martes,43,37,Nublado
Ruta 3,Jueves,19,14,Lluvioso
Ruta 1,Miércoles,35,40,Nublado
Ruta 2,Domingo,50,48,Nublado
Ruta 2,Jueves,49,15,Nublado
Ruta 3,Domingo,46,46,Lluvioso
Ruta 5,Lunes,23,15,Soleado
Ruta 5,Martes,29,32,Nublado
Ruta 3,Jueves,33,22,Lluvioso
Ruta 1,Martes,20,9,Lluvioso
Ruta 5,Viernes,38,28,Soleado
Ruta 1,Lunes,34,39,Lluvioso
Ruta 4,Martes,44,23,Lluvioso
Ruta 1,Sábado,24,31,Soleado
Ruta 4,Martes,38,30,Soleado
Ruta 3,Sábado,39,44,Soleado
Ruta 5,Miércoles,51,18,Nublado
Ruta 3,Lunes,41,50,Soleado
Ruta 4,Viernes,53,40,Lluvioso
Ruta 1,Jueves,22,23,Nublado
Ruta 4,Miércoles,41,23,Lluvioso
Ruta 4,Jueves,57,26,Soleado
Ruta 2,Domingo,32,44,Lluvioso
Ruta 5,Martes,41,34,Lluvioso
Ruta 5,Domingo,44,15,Soleado
Ruta 1,Lunes,15,33,Nublado
Ruta 2,Viernes,21,25,Lluvioso
Ruta 3,Domingo,25,33,Soleado
Ruta 3,Sábado,40,38,Lluvioso
Ruta 5,Martes,54,18,Nublado
Ruta 2,Viernes,21,31,Lluvioso
Ruta 5,Sábado,58,38,Lluvioso
Ruta 4,Domingo,51,8,Nublado
Ruta 3,Viernes,53,8,Lluvioso
Ruta 4,Viernes,56,8,Nublado
Ruta 3,Miércoles,27,13,Nublado
Ruta 3,Miércoles,25,8,Soleado
Ruta 2,Viernes,47,10,Nublado
Ruta 5,Viernes,43,30,Nublado
Ruta 2,Martes,22,10,Nublado
Ruta 1,Sábado,43,47,Soleado
Ruta 3,Viernes,38,25,Nublado
Ruta 1,Jueves,23,31,Lluvioso
Ruta 4,Miércoles,54,6,Nublado
Ruta 3,Lunes,24,15,Nublado
Ruta 1,Jueves,36,22,Nublado
Ruta 5,Domingo,18,19,Lluvioso
Ruta 3,Jueves,21,30,Nublado
Ruta 2,Sábado,45,30,Soleado
Ruta 1,Martes,41,10,Soleado
Ruta 1,Viernes,54,16,Soleado
Ruta 3,Lunes,34,16,Nublado
Ruta 1,Sábado,20,21,Soleado
Ruta 1,Domingo,60,25,Nublado
Ruta 3,Miércoles,57,42,Nublado
Ruta 4,Sábado,49,27,Lluvioso
Ruta 2,Viernes,17,46,Nublado
Ruta 3,Domingo,59,29,Nublado
Ruta 1,Sábado,38,38,Lluvioso
Ruta 3,Jueves,58,49,Lluvioso
Ruta 5,Domingo,35,47,Nublado
Ruta 5,Miércoles,15,41,Nublado
Ruta 5,Domingo,54,11,Nublado
Ruta 3,Domingo,32,10,Soleado
Ruta 1,Miércoles,35,9,Nublado
Ruta 4,Jueves,60,12,Soleado
Ruta 4,Viernes,36,39,Soleado
Ruta 5,Miércoles,52,31,Nublado
Ruta 3,Jueves,38,19,Soleado
Ruta 4,Martes,41,36,Nublado
Ruta 2,Lunes,19,17,Lluvioso
Ruta 4,Martes,44,37,Lluvioso
Ruta 1,Martes,21,34,Soleado
Ruta 2,Martes,17,10,Nublado
Ruta 2,Domingo,24,5,Lluvioso
Ruta 2,Jueves,59,6,Lluvioso
Ruta 1,Viernes,21,6,Nublado
Ruta 3,Martes,37,10,Nublado
Ruta 2,Jueves,25,18,Nublado
Ruta 5,Miércoles,15,15,Lluvioso
Ruta 4,Jueves,25,10,Soleado
Ruta 3,Jueves,54,15,Soleado
Ruta 4,Miércoles,43,38,Lluvioso
Ruta 5,Martes,38,38,Soleado
Ruta 5,Jueves,29,16,Lluvioso
Ruta 2,Martes,18,14,Nublado
Ruta 1,Lunes,50,37,Lluvioso
Ruta 4,Martes,22,34,Lluvioso
Ruta 1,Martes,29,11,Lluvioso
Ruta 1,Sábado,34,37,Lluvioso
Ruta 1,Martes,16,13,Nublado
Ruta 2,Lunes,39,5,Lluvioso
Ruta 4,Sábado,40,50,Lluvioso
Ruta 1,Miércoles,44,11,Lluvioso
Ruta 4,Jueves,28,12,Nublado
Ruta 5,Viernes,42,9,Lluvioso
Ruta 1,Sábado,37,19,Soleado
Ruta 4,Martes,22,41,Lluvioso
Ruta 2,Miércoles,41,11,Soleado
Ruta 2,Sábado,31,50,Soleado
Ruta 5,Lunes,29,12,Nublado
Ruta 4,Sábado,31,36,Soleado
Ruta 4,Lunes,24,37,Lluvioso
Ruta 5,Miércoles,54,5,Nublado
Ruta 1,Jueves,55,47,Soleado
Ruta 2,Lunes,46,26,Soleado
Ruta 1,Domingo,46,17,Lluvioso
Ruta 5,Sábado,27,46,Lluvioso
Ruta 1,Sábado,26,24,Soleado
Ruta 1,Viernes,24,25,Nublado
Ruta 4,Miércoles,15,35,Lluvioso
Ruta 2,Sábado,56,44,Lluvioso
Ruta 2,Viernes,56,23,Nublado
Ruta 4,Martes,50,24,Nublado
Ruta 3,Miércoles,25,20,Nublado
Ruta 5,Martes,22,35,Nublado
Ruta 1,Jueves,31,7,Lluvioso
Ruta 4,Miércoles,19,6,Nublado
Ruta 3,Sábado,21,49,Soleado
Ruta 1,Jueves,35,19,Lluvioso
Ruta 3,Domingo,17,21,Lluvioso
Ruta 5,Sábado,34,49,Lluvioso
Ruta 3,Viernes,59,18,Lluvioso
Ruta 3,Martes,59,28,Lluvioso
Ruta 3,Domingo,51,31,Nublado
Ruta 2,Martes,30,43,Soleado
Ruta 2,Sábado,22,31,Soleado
Ruta 3,Sábado,53,21,Soleado
Ruta 5,Miércoles,48,6,Nublado
Ruta 2,Sábado,53,44,Soleado
Ruta 3,Jueves,24,28,Soleado
Ruta 1,Viernes,59,10,Nublado
Ruta 2,Sábado,60,28,Nublado
Ruta 3,Jueves,57,41,Nublado
Ruta 5,Miércoles,42,22,Soleado
Ruta 2,Domingo,59,26,Nublado
Ruta 2,Sábado,29,9,Nublado
Ruta 4,Sábado,15,13,Lluvioso
Ruta 1,Sábado,23,18,Soleado
Ruta 4,Domingo,15,15,Lluvioso
Ruta 2,Sábado,16,24,Soleado
Ruta 2,Lunes,59,25,Lluvioso
Ruta 4,Sábado,16,6,Nublado
Ruta 4,Viernes,35,26,Soleado
Ruta 2,Viernes,46,37,Nublado
Ruta 2,Sábado,49,7,Soleado
Ruta 4,Domingo,52,35,Nublado
Ruta 1,Viernes,60,23,Lluvioso
Ruta 3,Viernes,35,17,Nublado
Ruta 5,Martes,30,14,Lluvioso
Ruta 1,Lunes,53,46,Lluvioso
Ruta 1,Martes,35,50,Lluvioso
Ruta 4,Miércoles,54,31,Nublado
Ruta 4,Martes,26,10,Soleado
Ruta 2,Domingo,20,7,Nublado
Ruta 1,Domingo,28,47,Soleado
Ruta 3,Miércoles,34,42,Nublado
Ruta 1,Miércoles,54,48,Nublado
Ruta 1,Viernes,41,30,Lluvioso
Ruta 1,Sábado,24,23,Lluvioso
Ruta 3,Miércoles,20,18,Lluvioso
Ruta 2,Miércoles,30,44,Lluvioso
Ruta 3,Sábado,58,38,Soleado
Ruta 5,Jueves,35,48,Nublado
Ruta 1,Martes,43,6,Nublado
Ruta 5,Sábado,48,37,Nublado
Ruta 5,Martes,17,21,Soleado
Ruta 4,Miércoles,42,37,Soleado
Ruta 5,Domingo,16,22,Nublado
Ruta 3,Domingo,59,35,Lluvioso
Ruta 4,Miércoles,48,46,Nublado
Ruta 4,Jueves,56,5,Nublado
Ruta 2,Sábado,59,21,Soleado
Ruta 1,Jueves,60,29,Nublado
Ruta 1,Martes,43,12,Lluvioso
Ruta 2,Domingo,17,17,Nublado
Ruta 5,Martes,30,48,Nublado
Ruta 2,Viernes,15,13,Lluvioso
Ruta 4,Jueves,28,12,Nublado
Ruta 3,Jueves,48,28,Lluvioso
Ruta 3,Lunes,16,38,Lluvioso
Ruta 5,Viernes,31,21,Lluvioso
Ruta 5,Viernes,52,5,Nublado
Ruta 2,Miércoles,32,32,Nublado
Ruta 4,Domingo,24,30,Soleado
Ruta 1,Miércoles,17,31,Lluvioso
Ruta 3,Sábado,24,38,Nublado
Ruta 2,Viernes,58,9,Lluvioso
Ruta 1,Martes,45,20,Nublado
Ruta 4,Domingo,39,8,Nublado
Ruta 5,Lunes,37,41,Lluvioso
Ruta 3,Domingo,24,19,Lluvioso
Ruta 1,Martes,55,47,Nublado
Ruta 5,Viernes,45,33,Lluvioso
Ruta 5,Martes,54,41,Lluvioso
Ruta 2,Lunes,50,8,Lluvioso
Ruta 5,Sábado,55,26,Nublado
Ruta 1,Martes,44,10,Nublado
Ruta 2,Martes,44,14,Lluvioso
Ruta 4,Martes,49,42,Nublado
Ruta 4,Lunes,23,13,Nublado
Ruta 3,Lunes,45,23,Nublado
Ruta 4,Domingo,60,41,Nublado
Ruta 4,Domingo,32,31,Lluvioso
Ruta 4,Sábado,33,19,Lluvioso
Ruta 1,Sábado,58,35,Nublado
Ruta 1,Martes,28,48,Soleado
Ruta 1,Lunes,53,21,Nublado
Ruta 5,Martes,21,37,Lluvioso
Ruta 3,Jueves,55,33,Soleado
Ruta 3,Jueves,59,18,Nublado
Ruta 3,Miércoles,33,7,Soleado
Ruta 4,Jueves,50,17,Nublado
Ruta 2,Jueves,23,16,Soleado
Ruta 3,Domingo,51,26,Lluvioso
Ruta 4,Domingo,45,24,Lluvioso
Ruta 4,Sábado,16,47,Nublado
Ruta 3,Lunes,57,22,Soleado
Ruta 1,Sábado,39,18,Soleado
Ruta 4,Jueves,26,7,Lluvioso
Ruta 4,Miércoles,19,23,Lluvioso
Ruta 1,Jueves,32,9,Soleado
Ruta 1,Sábado,31,18,Lluvioso
Ruta 3,Lunes,17,27,Lluvioso
Ruta 5,Martes,55,20,Lluvioso
Ruta 2,Miércoles,34,6,Nublado
Ruta 1,Lunes,21,34,Lluvioso
Ruta 3,Lunes,58,46,Nublado
Ruta 4,Miércoles,24,27,Soleado
Ruta 5,Martes,45,25,Lluvioso
Ruta 4,Lunes,52,10,Lluvioso
Ruta 4,Lunes,46,19,Nublado
Ruta 1,Miércoles,43,44,Lluvioso
Ruta 4,Domingo,36,32,Soleado
Ruta 3,Sábado,17,45,Nublado
Ruta 1,Jueves,37,19,Lluvioso
Ruta 2,Lunes,27,39,Lluvioso
Ruta 2,Sábado,21,43,Lluvioso
Ruta 4,Jueves,26,5,Soleado
Ruta 5,Martes,52,22,Nublado
Ruta 2,Domingo,52,39,Lluvioso
Ruta 4,Martes,28,32,Soleado
Ruta 2,Jueves,43,35,Nublado
Ruta 5,Domingo,36,8,Soleado
Ruta 5,Martes,27,8,Lluvioso
Ruta 1,Miércoles,48,17,Soleado
Ruta 4,Domingo,24,18,Lluvioso
Ruta 2,Miércoles,60,16,Nublado
Ruta 2,Martes,30,42,Lluvioso
Ruta 2,Viernes,44,24,Lluvioso
Ruta 4,Miércoles,24,28,Soleado
Ruta 5,Viernes,45,50,Soleado
Ruta 5,Domingo,26,46,Soleado
Ruta 2,Jueves,47,14,Nublado
Ruta 4,Martes,32,12,Soleado
Ruta 1,Viernes,35,28,Soleado
Ruta 3,Jueves,15,5,Lluvioso
Ruta 4,Viernes,15,48,Soleado
Ruta 2,Jueves,57,27,Lluvioso
Ruta 2,Martes,37,13,Soleado
Ruta 3,Domingo,51,47,Lluvioso
Ruta 5,Martes,15,25,Soleado
Ruta 3,Domingo,56,14,Soleado
Ruta 2,Martes,37,16,Lluvioso
Ruta 3,Domingo,42,18,Lluvioso
Ruta 2,Sábado,17,31,Soleado
Ruta 2,Sábado,17,43,Lluvioso
Ruta 3,Domingo,37,31,Lluvioso
Ruta 3,Viernes,41,41,Lluvioso
Ruta 4,Viernes,34,31,Lluvioso
Ruta 3,Martes,44,6,Lluvioso
Ruta 3,Lunes,43,45,Lluvioso
Ruta 3,Martes,18,50,Nublado
Ruta 2,Domingo,20,10,Nublado
Ruta 4,Lunes,58,6,Lluvioso
Ruta 1,Sábado,36,18,Soleado
Ruta 3,Lunes,33,38,Lluvioso
Ruta 2,Viernes,54,18,Lluvioso
Ruta 2,Viernes,35,35,Soleado
Ruta 3,Domingo,40,23,Soleado
Ruta 5,Miércoles,33,9,Soleado
Ruta 1,Domingo,50,15,Soleado
Ruta 2,Martes,26,7,Soleado
Ruta 5,Domingo,37,31,Soleado
Ruta 5,Miércoles,26,47,Nublado
Ruta 2,Lunes,20,30,Nublado
Ruta 4,Miércoles,48,24,Nublado
Ruta 4,Domingo,28,8,Nublado
Ruta 5,Sábado,53,31,Nublado
Ruta 3,Viernes,51,13,Nublado
